"F:\Program Files (x86)\SteamLibrary\steamapps\common\dota 2 beta\game\bin\win64\dota2.exe" -addon all_deathmatch -tools -steam -4gb

f:\program files (x86)\steamlibrary\steamapps\common\dota 2 beta\game\dota_addons\all_deathmatch\elements\sessions\sessionfinal.dmx#0

1280x720 @24.00 fps
motion blur samples:    per-camera settings
depth of field samples: 64

Frame  	Frame  	Total  	Shot                   	Map                    	DoF    	MBlur  	Total
Number 	Time   	Time   	Name                   	Name                   	Count  	Count  	Count
    410	  1.271	    599	shot1                 	map                   	   64	    8	   64
    411	  1.309	    601	shot1                 	map                   	   64	    8	   64
    412	  1.320	    602	shot1                 	map                   	   64	    8	   64
    413	  1.389	    603	shot1                 	map                   	   64	    8	   64
    414	  1.334	    605	shot1                 	map                   	   64	    8	   64
    415	  1.338	    606	shot1                 	map                   	   64	    8	   64
    416	  1.328	    607	shot1                 	map                   	   64	    8	   64
    417	  1.329	    609	shot1                 	map                   	   64	    8	   64
    418	  1.313	    610	shot1                 	map                   	   64	    8	   64
    419	  1.277	    611	shot1                 	map                   	   64	    8	   64
    420	  1.266	    612	shot1                 	map                   	   64	    8	   64
    421	  1.278	    614	shot1                 	map                   	   64	    8	   64
    422	  1.326	    615	shot1                 	map                   	   64	    8	   64
    423	  1.336	    616	shot1                 	map                   	   64	    8	   64
    424	  1.391	    618	shot1                 	map                   	   64	    8	   64
    425	  1.380	    619	shot1                 	map                   	   64	    8	   64
    426	  1.342	    620	shot1                 	map                   	   64	    8	   64
    427	  1.271	    622	shot1                 	map                   	   64	    8	   64
    428	  1.294	    623	shot1                 	map                   	   64	    8	   64
    429	  1.323	    624	shot1                 	map                   	   64	    8	   64
    430	  1.296	    626	shot1                 	map                   	   64	    8	   64
    431	  1.315	    627	shot1                 	map                   	   64	    8	   64
    432	  1.267	    628	shot1                 	map                   	   64	    8	   64
    433	  1.271	    630	shot1                 	map                   	   64	    8	   64
    434	  1.345	    631	shot1                 	map                   	   64	    8	   64
    435	  1.294	    632	shot1                 	map                   	   64	    8	   64
    436	  1.282	    633	shot1                 	map                   	   64	    8	   64
    437	  1.312	    635	shot1                 	map                   	   64	    8	   64
    438	  1.291	    636	shot1                 	map                   	   64	    8	   64
    439	  1.257	    637	shot1                 	map                   	   64	    8	   64
    440	  1.359	    639	shot1                 	map                   	   64	    8	   64
    441	  1.332	    640	shot1                 	map                   	   64	    8	   64
    442	  1.273	    641	shot1                 	map                   	   64	    8	   64
    443	  1.336	    643	shot1                 	map                   	   64	    8	   64
    444	  1.301	    644	shot1                 	map                   	   64	    8	   64
    445	  1.358	    645	shot1                 	map                   	   64	    8	   64
    446	  1.330	    647	shot1                 	map                   	   64	    8	   64
    447	  1.341	    648	shot1                 	map                   	   64	    8	   64
    448	  1.322	    649	shot1                 	map                   	   64	    8	   64
    449	  1.342	    651	shot1                 	map                   	   64	    8	   64
    450	  1.289	    652	shot1                 	map                   	   64	    8	   64
    451	  1.269	    653	shot1                 	map                   	   64	    8	   64
    452	  1.272	    654	shot1                 	map                   	   64	    8	   64
    453	  1.277	    656	shot1                 	map                   	   64	    8	   64
    454	  1.289	    657	shot1                 	map                   	   64	    8	   64
    455	  1.274	    658	shot1                 	map                   	   64	    8	   64
    456	  1.289	    660	shot1                 	map                   	   64	    8	   64
    457	  1.292	    661	shot1                 	map                   	   64	    8	   64
    458	  1.346	    662	shot1                 	map                   	   64	    8	   64
    459	  1.311	    664	shot1                 	map                   	   64	    8	   64
    460	  1.271	    665	shot1                 	map                   	   64	    8	   64
    461	  1.293	    666	shot1                 	map                   	   64	    8	   64
    462	  1.266	    667	shot1                 	map                   	   64	    8	   64
    463	  1.299	    669	shot1                 	map                   	   64	    8	   64
    464	  1.336	    670	shot1                 	map                   	   64	    8	   64
    465	  1.308	    671	shot1                 	map                   	   64	    8	   64
    466	  1.306	    673	shot1                 	map                   	   64	    8	   64
    467	  1.335	    674	shot1                 	map                   	   64	    8	   64
    468	  1.322	    675	shot1                 	map                   	   64	    8	   64
    469	  1.316	    677	shot1                 	map                   	   64	    8	   64
    470	  1.291	    678	shot1                 	map                   	   64	    8	   64
    471	  1.333	    679	shot1                 	map                   	   64	    8	   64
    472	  1.328	    681	shot1                 	map                   	   64	    8	   64
    473	  1.360	    682	shot1                 	map                   	   64	    8	   64
    474	  1.273	    683	shot1                 	map                   	   64	    8	   64
    475	  1.287	    684	shot1                 	map                   	   64	    8	   64
    476	  1.321	    686	shot1                 	map                   	   64	    8	   64
    477	  1.317	    687	shot1                 	map                   	   64	    8	   64
    478	  1.319	    688	shot1                 	map                   	   64	    8	   64
    479	  1.363	    690	shot1                 	map                   	   64	    8	   64
    480	  1.333	    691	shot1                 	map                   	   64	    8	   64
    481	  1.311	    692	shot1                 	map                   	   64	    8	   64
    482	  1.315	    694	shot1                 	map                   	   64	    8	   64
    483	  1.327	    695	shot1                 	map                   	   64	    8	   64
    484	  1.400	    696	shot1                 	map                   	   64	    8	   64
    485	  1.296	    698	shot1                 	map                   	   64	    8	   64
    486	  1.285	    699	shot1                 	map                   	   64	    8	   64
    487	  1.338	    700	shot1                 	map                   	   64	    8	   64
    488	  1.311	    702	shot1                 	map                   	   64	    8	   64
    489	  1.301	    703	shot1                 	map                   	   64	    8	   64
    490	  1.277	    704	shot1                 	map                   	   64	    8	   64
    491	  1.299	    706	shot1                 	map                   	   64	    8	   64
    492	  1.299	    707	shot1                 	map                   	   64	    8	   64
    493	  1.329	    708	shot1                 	map                   	   64	    8	   64
    494	  1.290	    709	shot1                 	map                   	   64	    8	   64
    495	  1.266	    711	shot1                 	map                   	   64	    8	   64
    496	  1.246	    712	shot1                 	map                   	   64	    8	   64
    497	  1.334	    713	shot1                 	map                   	   64	    8	   64
    498	  1.318	    715	shot1                 	map                   	   64	    8	   64
    499	  1.264	    716	shot1                 	map                   	   64	    8	   64
    500	  1.286	    717	shot1                 	map                   	   64	    8	   64
    501	  1.294	    718	shot1                 	map                   	   64	    8	   64
    502	  1.279	    720	shot1                 	map                   	   64	    8	   64
    503	  1.270	    721	shot1                 	map                   	   64	    8	   64
    504	  1.431	    722	shot1                 	map                   	   64	    8	   64
    505	  1.266	    724	shot1                 	map                   	   64	    8	   64
    506	  1.252	    725	shot1                 	map                   	   64	    8	   64
    507	  1.292	    726	shot1                 	map                   	   64	    8	   64
    508	  1.255	    728	shot1                 	map                   	   64	    8	   64
    509	  1.279	    729	shot1                 	map                   	   64	    8	   64
    510	  1.274	    730	shot1                 	map                   	   64	    8	   64
    511	  1.280	    731	shot1                 	map                   	   64	    8	   64
    512	  1.294	    733	shot1                 	map                   	   64	    8	   64
    513	  1.276	    734	shot1                 	map                   	   64	    8	   64
    514	  1.317	    735	shot1                 	map                   	   64	    8	   64
    515	  1.278	    737	shot1                 	map                   	   64	    8	   64
    516	  1.251	    738	shot1                 	map                   	   64	    8	   64
    517	  1.303	    739	shot1                 	map                   	   64	    8	   64
    518	  1.274	    740	shot1                 	map                   	   64	    8	   64
    519	  1.333	    742	shot1                 	map                   	   64	    8	   64
    520	  1.321	    743	shot1                 	map                   	   64	    8	   64
    521	  1.273	    744	shot1                 	map                   	   64	    8	   64
    522	  1.280	    746	shot1                 	map                   	   64	    8	   64
    523	  1.318	    747	shot1                 	map                   	   64	    8	   64
    524	  1.294	    748	shot1                 	map                   	   64	    8	   64
    525	  1.275	    749	shot1                 	map                   	   64	    8	   64
    526	  1.329	    751	shot1                 	map                   	   64	    8	   64
    527	  1.295	    752	shot1                 	map                   	   64	    8	   64
    528	  1.349	    753	shot1                 	map                   	   64	    8	   64
    529	  1.320	    755	shot1                 	map                   	   64	    8	   64
    530	  1.271	    756	shot1                 	map                   	   64	    8	   64
    531	  1.268	    757	shot1                 	map                   	   64	    8	   64
    532	  1.258	    759	shot1                 	map                   	   64	    8	   64
    533	  1.317	    760	shot1                 	map                   	   64	    8	   64
    534	  1.253	    761	shot1                 	map                   	   64	    8	   64
    535	  1.311	    762	shot1                 	map                   	   64	    8	   64
    536	  1.319	    764	shot1                 	map                   	   64	    8	   64
    537	  1.321	    765	shot1                 	map                   	   64	    8	   64
    538	  1.298	    766	shot1                 	map                   	   64	    8	   64
    539	  1.383	    768	shot1                 	map                   	   64	    8	   64
    540	  1.302	    769	shot1                 	map                   	   64	    8	   64
    541	  1.321	    770	shot1                 	map                   	   64	    8	   64
    542	  1.356	    772	shot1                 	map                   	   64	    8	   64
    543	  1.271	    773	shot1                 	map                   	   64	    8	   64
    544	  1.255	    774	shot1                 	map                   	   64	    8	   64
    545	  1.300	    776	shot1                 	map                   	   64	    8	   64
    546	  1.304	    777	shot1                 	map                   	   64	    8	   64
    547	  1.271	    778	shot1                 	map                   	   64	    8	   64
    548	  1.311	    779	shot1                 	map                   	   64	    8	   64
    549	  1.328	    781	shot1                 	map                   	   64	    8	   64
    550	  1.265	    782	shot1                 	map                   	   64	    8	   64
    551	  1.262	    783	shot1                 	map                   	   64	    8	   64
    552	  1.321	    785	shot1                 	map                   	   64	    8	   64
    553	  1.269	    786	shot1                 	map                   	   64	    8	   64
    554	  1.246	    787	shot1                 	map                   	   64	    8	   64
    555	  1.281	    788	shot1                 	map                   	   64	    8	   64
    556	  1.308	    790	shot1                 	map                   	   64	    8	   64
    557	  1.309	    791	shot1                 	map                   	   64	    8	   64
    558	  1.256	    792	shot1                 	map                   	   64	    8	   64
    559	  1.278	    794	shot1                 	map                   	   64	    8	   64
    560	  1.261	    795	shot1                 	map                   	   64	    8	   64
    561	  1.289	    796	shot1                 	map                   	   64	    8	   64
    562	  1.380	    797	shot1                 	map                   	   64	    8	   64
    563	  1.304	    799	shot1                 	map                   	   64	    8	   64
    564	  1.326	    800	shot1                 	map                   	   64	    8	   64
    565	  1.297	    801	shot1                 	map                   	   64	    8	   64
    566	  1.262	    803	shot1                 	map                   	   64	    8	   64
    567	  1.313	    804	shot1                 	map                   	   64	    8	   64
    568	  1.307	    805	shot1                 	map                   	   64	    8	   64
    569	  1.325	    807	shot1                 	map                   	   64	    8	   64
    570	  1.405	    808	shot1                 	map                   	   64	    8	   64
    571	  1.264	    809	shot1                 	map                   	   64	    8	   64
    572	  1.300	    811	shot1                 	map                   	   64	    8	   64
    573	  1.285	    812	shot1                 	map                   	   64	    8	   64
    574	  1.262	    813	shot1                 	map                   	   64	    8	   64
    575	  1.267	    814	shot1                 	map                   	   64	    8	   64
    576	  1.283	    816	shot1                 	map                   	   64	    8	   64
    577	  1.277	    817	shot1                 	map                   	   64	    8	   64
    578	  1.346	    818	shot1                 	map                   	   64	    8	   64
    579	  1.292	    820	shot1                 	map                   	   64	    8	   64
    580	  1.283	    821	shot1                 	map                   	   64	    8	   64
    581	  1.306	    822	shot1                 	map                   	   64	    8	   64
    582	  1.305	    823	shot1                 	map                   	   64	    8	   64
    583	  1.271	    825	shot1                 	map                   	   64	    8	   64
    584	  1.263	    826	shot1                 	map                   	   64	    8	   64
    585	  1.303	    827	shot1                 	map                   	   64	    8	   64
    586	  1.342	    829	shot1                 	map                   	   64	    8	   64
    587	  1.358	    830	shot1                 	map                   	   64	    8	   64
    588	  1.267	    831	shot1                 	map                   	   64	    8	   64
    589	  1.287	    833	shot1                 	map                   	   64	    8	   64
    590	  1.270	    834	shot1                 	map                   	   64	    8	   64
    591	  1.321	    835	shot1                 	map                   	   64	    8	   64
    592	  1.337	    837	shot1                 	map                   	   64	    8	   64
    593	  1.322	    838	shot1                 	map                   	   64	    8	   64
    594	  1.300	    839	shot1                 	map                   	   64	    8	   64
    595	  1.333	    840	shot1                 	map                   	   64	    8	   64
    596	  1.258	    842	shot1                 	map                   	   64	    8	   64
    597	  1.307	    843	shot1                 	map                   	   64	    8	   64
    598	  1.283	    844	shot1                 	map                   	   64	    8	   64
    599	  1.315	    846	shot1                 	map                   	   64	    8	   64
    600	  1.301	    847	shot1                 	map                   	   64	    8	   64
    601	  1.285	    848	shot1                 	map                   	   64	    8	   64
    602	  1.343	    850	shot1                 	map                   	   64	    8	   64
    603	  1.303	    851	shot1                 	map                   	   64	    8	   64
    604	  1.360	    852	shot1                 	map                   	   64	    8	   64
    605	  1.335	    854	shot1                 	map                   	   64	    8	   64
    606	  1.332	    855	shot1                 	map                   	   64	    8	   64
    607	  1.330	    856	shot1                 	map                   	   64	    8	   64
    608	  1.293	    858	shot1                 	map                   	   64	    8	   64
    609	  1.329	    859	shot1                 	map                   	   64	    8	   64
    610	  1.280	    860	shot1                 	map                   	   64	    8	   64
    611	  1.330	    861	shot1                 	map                   	   64	    8	   64
    612	  1.265	    863	shot1                 	map                   	   64	    8	   64
    613	  1.287	    864	shot1                 	map                   	   64	    8	   64
    614	  1.415	    865	shot1                 	map                   	   64	    8	   64
    615	  1.375	    867	shot1                 	map                   	   64	    8	   64
    616	  1.483	    868	shot1                 	map                   	   64	    8	   64
    617	  1.353	    870	shot1                 	map                   	   64	    8	   64
    618	  1.430	    871	shot1                 	map                   	   64	    8	   64
    619	  1.361	    872	shot1                 	map                   	   64	    8	   64
    620	  1.353	    874	shot1                 	map                   	   64	    8	   64
    621	  1.354	    875	shot1                 	map                   	   64	    8	   64
    622	  1.271	    876	shot1                 	map                   	   64	    8	   64
    623	  1.383	    878	shot1                 	map                   	   64	    8	   64
    624	  1.297	    879	shot1                 	map                   	   64	    8	   64
    625	  1.283	    880	shot1                 	map                   	   64	    8	   64
    626	  1.363	    882	shot1                 	map                   	   64	    8	   64
    627	  1.376	    883	shot1                 	map                   	   64	    8	   64
    628	  1.290	    884	shot1                 	map                   	   64	    8	   64
    629	  1.401	    886	shot1                 	map                   	   64	    8	   64
    630	  1.324	    887	shot1                 	map                   	   64	    8	   64
    631	  1.335	    888	shot1                 	map                   	   64	    8	   64
    632	  1.278	    890	shot1                 	map                   	   64	    8	   64
    633	  1.318	    891	shot1                 	map                   	   64	    8	   64
    634	  1.297	    892	shot1                 	map                   	   64	    8	   64
    635	  1.288	    894	shot1                 	map                   	   64	    8	   64
    636	  1.295	    895	shot1                 	map                   	   64	    8	   64
    637	  1.364	    896	shot1                 	map                   	   64	    8	   64
    638	  1.275	    898	shot1                 	map                   	   64	    8	   64
    639	  1.313	    899	shot1                 	map                   	   64	    8	   64
    640	  1.349	    900	shot1                 	map                   	   64	    8	   64
    641	  1.294	    902	shot1                 	map                   	   64	    8	   64
    642	  1.413	    903	shot1                 	map                   	   64	    8	   64
    643	  1.301	    904	shot1                 	map                   	   64	    8	   64
    644	  1.339	    906	shot1                 	map                   	   64	    8	   64
    645	  1.321	    907	shot1                 	map                   	   64	    8	   64
    646	  1.324	    908	shot1                 	map                   	   64	    8	   64
    647	  1.283	    910	shot1                 	map                   	   64	    8	   64
    648	  1.354	    911	shot1                 	map                   	   64	    8	   64
    649	  1.316	    912	shot1                 	map                   	   64	    8	   64
    650	  1.318	    913	shot1                 	map                   	   64	    8	   64
    651	  1.322	    915	shot1                 	map                   	   64	    8	   64
    652	  1.257	    916	shot1                 	map                   	   64	    8	   64
    653	  1.288	    917	shot1                 	map                   	   64	    8	   64
    654	  1.266	    919	shot1                 	map                   	   64	    8	   64
    655	  1.272	    920	shot1                 	map                   	   64	    8	   64
    656	  1.296	    921	shot1                 	map                   	   64	    8	   64
    657	  1.319	    923	shot1                 	map                   	   64	    8	   64
    658	  1.354	    924	shot1                 	map                   	   64	    8	   64
    659	  1.326	    925	shot1                 	map                   	   64	    8	   64
    660	  1.375	    927	shot1                 	map                   	   64	    8	   64
    661	  1.316	    928	shot1                 	map                   	   64	    8	   64
    662	  1.325	    929	shot1                 	map                   	   64	    8	   64
    663	  1.383	    931	shot1                 	map                   	   64	    8	   64
    664	  1.248	    932	shot1                 	map                   	   64	    8	   64
    665	  1.298	    933	shot1                 	map                   	   64	    8	   64
    666	  1.361	    934	shot1                 	map                   	   64	    8	   64
    667	  1.392	    936	shot1                 	map                   	   64	    8	   64
    668	  1.334	    937	shot1                 	map                   	   64	    8	   64
    669	  1.255	    938	shot1                 	map                   	   64	    8	   64
    670	  1.331	    940	shot1                 	map                   	   64	    8	   64
    671	  1.282	    941	shot1                 	map                   	   64	    8	   64
    672	  1.304	    942	shot1                 	map                   	   64	    8	   64
    673	  1.369	    944	shot1                 	map                   	   64	    8	   64
    674	  1.338	    945	shot1                 	map                   	   64	    8	   64
    675	  1.329	    946	shot1                 	map                   	   64	    8	   64
    676	  1.294	    948	shot1                 	map                   	   64	    8	   64
    677	  1.334	    949	shot1                 	map                   	   64	    8	   64
    678	  1.260	    950	shot1                 	map                   	   64	    8	   64
    679	  1.283	    952	shot1                 	map                   	   64	    8	   64
    680	  1.393	    953	shot1                 	map                   	   64	    8	   64
    681	  1.292	    954	shot1                 	map                   	   64	    8	   64
    682	  1.341	    956	shot1                 	map                   	   64	    8	   64
    683	  1.283	    957	shot1                 	map                   	   64	    8	   64
    684	  1.280	    958	shot1                 	map                   	   64	    8	   64
    685	  1.343	    960	shot1                 	map                   	   64	    8	   64
    686	  1.328	    961	shot1                 	map                   	   64	    8	   64
    687	  1.414	    962	shot1                 	map                   	   64	    8	   64
    688	  1.348	    964	shot1                 	map                   	   64	    8	   64
    689	  1.317	    965	shot1                 	map                   	   64	    8	   64
    690	  1.384	    966	shot1                 	map                   	   64	    8	   64
    691	  1.345	    968	shot1                 	map                   	   64	    8	   64
    692	  1.330	    969	shot1                 	map                   	   64	    8	   64
    693	  1.283	    970	shot1                 	map                   	   64	    8	   64
    694	  1.249	    972	shot1                 	map                   	   64	    8	   64
    695	  1.277	    973	shot1                 	map                   	   64	    8	   64
    696	  1.292	    974	shot1                 	map                   	   64	    8	   64
